id,date,minhr,maxhr,meanhr,sdhr
4020332650,5/10/2016,46,142,72.61970379024775,15.650570361516513
4020332650,5/11/2016,64,133,91.23313239044748,8.837693782474565
4020332650,5/12/2016,70,125,94.26967370441459,10.858500509868927
4020332650,5/2/2016,66,123,90.300934243622,11.631639899260966
4020332650,5/3/2016,52,127,77.8770095559303,11.725384173686543
4020332650,5/4/2016,49,147,83.4561661803678,16.47422153429902
4020332650,5/5/2016,49,126,85.57474310689543,14.171129634388718
4020332650,5/6/2016,50,116,75.64283228276422,12.314605821971332
4020332650,5/7/2016,64,117,89.09170410302485,6.415006335055244
4020332650,5/8/2016,51,131,78.0410612388964,13.871358475256454
4020332650,5/9/2016,55,155,86.66172595520422,12.015565049717576
4388161847,4/13/2016,45,130,67.04312865497076,14.162440490958526
4388161847,4/14/2016,48,132,68.43871753246754,14.184303225578525
4388161847,4/15/2016,44,127,67.47093970668115,13.633701709057672
4388161847,4/16/2016,56,142,75.47658862876254,10.287697734440835
4388161847,4/17/2016,49,113,66.39134502923977,8.696562402996689
4388161847,4/18/2016,50,176,81.49099490746491,26.518738475402756
4388161847,4/19/2016,46,136,65.5324563295234,13.57794887445501
4388161847,4/20/2016,46,149,65.40125868055556,12.680283828900537
4388161847,4/21/2016,42,146,63.099279119767296,13.2348413395648
4388161847,4/22/2016,49,149,73.27719923266649,15.380257238574544
4388161847,4/23/2016,44,158,67.08074201158053,18.094491930015387
4388161847,4/24/2016,44,139,62.10169687175343,10.159938969013227
4388161847,4/25/2016,45,150,67.51205052197449,13.656574015023528
4388161847,4/26/2016,42,128,62.51359843970094,10.682037835274745
4388161847,4/27/2016,42,153,62.120521869318786,11.94721533282575
4388161847,4/28/2016,41,131,62.32648343180067,12.976279327741398
4388161847,4/29/2016,44,133,66.10588863666712,10.370828828325214
4388161847,4/30/2016,45,113,64.22769296925392,12.628506186711387
4388161847,5/1/2016,39,105,60.02217947267172,11.644935934279015
4388161847,5/10/2016,41,121,61.22121701669359,12.241306828708767
4388161847,5/11/2016,40,125,59.97196611014204,11.78619865777749
4388161847,5/12/2016,44,136,60.24690976514215,10.558817657477041
4388161847,5/2/2016,43,180,66.39496105160661,19.411422653804074
4388161847,5/3/2016,44,135,66.62235142118863,13.665153393348591
4388161847,5/4/2016,42,126,61.94766681203663,12.826594333536821
4388161847,5/5/2016,42,123,61.041297935103245,12.644154424330768
4388161847,5/6/2016,47,151,69.07669760625305,14.37865766511438
4388161847,5/7/2016,41,153,66.62712040795088,16.6093660954349
4388161847,5/8/2016,43,171,76.78011037766476,32.72567862687567
4388161847,5/9/2016,44,140,64.05171717171717,11.987579670358276
4558609924,4/12/2016,57,104,76.63937719738824,7.578360661471183
4558609924,4/13/2016,64,144,85.10215664018162,11.92073267101309
4558609924,4/14/2016,56,108,81.55655599324704,8.988357054857008
4558609924,4/15/2016,58,146,90.86349049617378,17.107078775760204
4558609924,4/16/2016,55,135,76.29632320883593,9.359151697182268
4558609924,4/17/2016,57,136,83.2046897899365,9.257761115341967
4558609924,4/18/2016,55,141,80.4574690464705,10.24361901626886
4558609924,4/19/2016,61,132,83.0984677782785,8.004984496038096
4558609924,4/20/2016,57,110,76.92327166504381,8.665085710442106
4558609924,4/21/2016,54,121,85.66238718698361,13.89497537794519
4558609924,4/22/2016,57,140,82.56045881790665,11.298377365058679
4558609924,4/23/2016,60,133,85.85146641438033,11.285712430163851
4558609924,4/24/2016,58,121,83.96923312413898,9.20961596974369
4558609924,4/25/2016,55,163,82.49422222222222,14.996553536332742
4558609924,4/26/2016,59,148,91.335402888379,15.591823412270788
4558609924,4/27/2016,60,122,84.5569756698491,10.982256239161241
4558609924,4/28/2016,59,133,85.64209429538943,12.474094428028259
4558609924,4/29/2016,53,139,80.55509145902347,15.686759632282534
4558609924,4/30/2016,53,134,79.18702506521493,13.451771567742941
4558609924,5/1/2016,53,127,70.84190403364558,10.081638598603588
4558609924,5/10/2016,50,147,75.78962353685543,15.271980247632321
4558609924,5/11/2016,44,138,74.92423536717901,11.62760040280033
4558609924,5/12/2016,54,117,79.67777199375325,8.97427666662962
4558609924,5/2/2016,55,108,78.66975261799969,9.366770880938633
4558609924,5/3/2016,52,148,82.52032630863359,20.37789477565685
4558609924,5/4/2016,54,127,76.8313704496788,8.876747867289977
4558609924,5/5/2016,48,130,81.93927185914653,12.707893851123563
4558609924,5/6/2016,51,110,71.94897771228587,9.892987352265362
4558609924,5/7/2016,54,116,76.24857300681275,11.018404379581058
4558609924,5/8/2016,45,199,104.87147199305254,25.127634714930252
4558609924,5/9/2016,54,110,79.37543278639168,10.619941065896288
5553957443,4/12/2016,50,106,64.36511350059737,8.3602154678952445
5553957443,4/13/2016,47,95,61.483418208918145,6.610217353253483
5553957443,4/14/2016,51,133,72.56047167909696,17.778952210938442
5553957443,4/15/2016,50,123,69.0200328407225,15.674609408759151
5553957443,4/16/2016,50,116,66.0213644088371,7.1086901580749435
5553957443,4/17/2016,49,84,59.37717466945024,4.426399919339839
5553957443,4/18/2016,53,91,65.3844028632425,6.606634471871074
5553957443,4/19/2016,49,128,74.88753310631857,17.50753524235666
5553957443,4/20/2016,48,84,60.040417526398834,5.478793797149254
5553957443,4/21/2016,49,127,71.33225337951068,17.588645011662905
5553957443,4/22/2016,51,128,70.42847711267606,16.47009258055004
5553957443,4/23/2016,52,94,67.07407854984895,6.815408521155723
5553957443,4/24/2016,50,92,63.97276314114802,5.106580098208113
5553957443,4/25/2016,52,132,72.04626295690126,17.43411362302122
5553957443,4/26/2016,53,128,73.01322425193321,16.845282876963427
5553957443,4/27/2016,49,104,65.07076392877657,8.381722015784918
5553957443,4/28/2016,51,149,71.07164801404433,20.258989775480273
5553957443,4/29/2016,50,156,73.07417008111047,16.557913819278923
5553957443,4/30/2016,49,89,65.77999501122474,5.211504041965121
5553957443,5/1/2016,49,116,66.54344989561586,7.315930636530665
5553957443,5/10/2016,53,133,76.83269438710312,19.044732939002753
5553957443,5/11/2016,54,103,65.40050890585242,6.23759946007687
5553957443,5/12/2016,54,107,64.19532265049806,10.66658133216522
5553957443,5/2/2016,50,125,72.59142652035689,17.93659557571844
5553957443,5/3/2016,50,134,69.95312333155366,16.904941979872667
5553957443,5/4/2016,47,108,61.67218347322378,6.162361101489148
5553957443,5/5/2016,49,165,69.4014172571905,17.592740167165573
5553957443,5/6/2016,51,104,63.165196696066076,8.353679643213502
5553957443,5/7/2016,51,140,63.02644230769231,8.343196016072145
5553957443,5/8/2016,51,110,65.5694360947457,7.099962660167145
5553957443,5/9/2016,51,149,76.65612883984491,24.7091483321494
5577150313,4/12/2016,41,154,65.65607369027059,19.114306489847966
5577150313,4/13/2016,44,121,59.7035779576913,13.764538822356442
5577150313,4/14/2016,43,172,76.83571282888028,26.618007832780403
5577150313,4/15/2016,39,157,73.68219516499029,21.979985415180682
5577150313,4/16/2016,43,136,69.84255028980566,23.50120612927008
5577150313,4/17/2016,40,174,71.11754189944133,26.84634755033052
5577150313,4/18/2016,41,165,68.649090276973,19.688597517395163
5577150313,4/19/2016,42,159,70.46025152878735,17.81788224898998
5577150313,4/20/2016,45,135,69.17306809487376,17.904959700514777
5577150313,4/21/2016,43,168,72.31130021769246,21.05889728418472
5577150313,4/22/2016,43,132,64.64848702308336,17.963439423017157
5577150313,4/23/2016,40,171,65.07899988261534,17.037263667068476
5577150313,4/24/2016,40,131,72.2686495562485,23.091019490693515
5577150313,4/25/2016,43,125,67.54545454545455,17.382726572324756
5577150313,4/26/2016,40,122,65.35988133272478,16.31421793961444
5577150313,4/27/2016,42,130,66.42827775239836,17.63674309063498
5577150313,4/28/2016,40,171,70.68770690796734,20.969894519692744
5577150313,4/29/2016,42,141,66.26641414141415,20.4026471818785
5577150313,4/30/2016,41,138,71.55549407989378,23.854652051392836
5577150313,5/1/2016,44,140,73.70357503081924,21.443118366005447
5577150313,5/10/2016,42,172,75.29284883200573,20.154789029455188
5577150313,5/11/2016,45,173,67.04067948144836,20.60068541905676
5577150313,5/2/2016,43,128,64.60946601941748,19.72639157574127
5577150313,5/3/2016,42,154,70.00069044879172,20.308983910245296
5577150313,5/4/2016,36,143,62.24588163514338,14.488207978567106
5577150313,5/5/2016,50,141,72.21057965139846,18.00144265082907
5577150313,5/6/2016,48,134,70.48196015078084,18.160751589194586
5577150313,5/9/2016,51,130,68.04024697004346,15.307110126769354
6117666160,4/15/2016,57,137,97.94359728091126,10.578191773252248
6117666160,4/16/2016,54,155,87.02745664739885,12.611811055830097
6117666160,4/17/2016,59,130,85.35302197802197,10.877821992581133
6117666160,4/18/2016,61,116,82.91442424242425,10.372438762277689
6117666160,4/19/2016,53,124,83.5081252044934,15.713240867338689
6117666160,4/20/2016,52,181,85.50435634937922,18.101070867644758
6117666160,4/21/2016,52,154,79.40156418554477,15.779354119660315
6117666160,4/22/2016,53,139,81.7020639147803,12.43123820191887
6117666160,4/23/2016,54,121,81.79523809523809,12.97373457145158
6117666160,4/24/2016,55,129,84.20596510973552,11.921442757964652
6117666160,4/26/2016,60,136,90.57266164469554,12.022772809426149
6117666160,4/27/2016,52,126,83.14904055822068,15.660687830949463
6117666160,4/28/2016,54,145,80.09522625559423,12.108584200889075
6117666160,4/29/2016,55,121,82.1624183006536,13.325963713418725
6117666160,4/30/2016,53,189,85.34524019004047,11.567644120001322
6117666160,5/1/2016,55,114,77.43914274160939,10.8615906784305
6117666160,5/2/2016,61,123,91.67101621194148,10.152404417779955
6117666160,5/4/2016,62,124,92.89779735682819,14.366791948101296
6117666160,5/5/2016,52,120,84.71879315839796,14.6174793249656
6117666160,5/6/2016,54,126,76.57278208441,9.626188130067451
6117666160,5/7/2016,54,126,83.87947810703228,13.924452293853673
6117666160,5/8/2016,52,118,81.14073912569498,12.571632109885961
6117666160,5/9/2016,52,113,76.46606060606061,14.092869514119975
6775888955,4/13/2016,55,135,82.71974376572867,16.01256433248075
6775888955,4/14/2016,57,134,79.26807673389081,15.151810199946619
6775888955,4/15/2016,62,126,80.59450072358901,12.015538283945794
6775888955,4/16/2016,70,143,108.616298811545,8.033865769545619
6775888955,4/17/2016,70,118,102.36886993603412,6.89065784962282
6775888955,4/18/2016,66,177,97.71949784229109,13.60326573585309
6775888955,4/19/2016,66,177,99.46153846153847,43.70924915322227
6775888955,4/20/2016,70,155,105.63590795169742,12.436623117023357
6775888955,4/22/2016,66,123,90.88823529411765,12.382039631304652
6775888955,4/24/2016,70,140,109.78962536023054,8.769634065977149
6775888955,4/25/2016,58,131,94.66481994459834,15.337233076418974
6775888955,4/26/2016,56,143,99.66020593579648,22.660663762109504
6775888955,4/28/2016,70,134,104.70873786407768,18.933220512798567
6775888955,4/29/2016,70,109,81.78947368421052,14.416730047523187
6775888955,4/30/2016,68,125,96.10215350635008,9.991325010745344
6775888955,5/1/2016,70,129,107.13917050691244,12.40870666734954
6775888955,5/6/2016,71,135,98.85751072961374,12.125979150457681
6775888955,5/7/2016,70,118,94.22182786157941,10.733512824050395
6962181067,4/12/2016,47,176,85.03632013919095,20.021195590515628
6962181067,4/13/2016,59,149,80.51959835470602,10.11633076878255
6962181067,4/14/2016,55,131,70.12622079367041,7.05913386969778
6962181067,4/15/2016,54,115,72.99198084979055,11.2175180144375
6962181067,4/16/2016,55,142,82.04018218623482,18.298641262649035
6962181067,4/17/2016,58,139,76.66448880822746,13.334962613822885
6962181067,4/18/2016,55,134,76.9169910837624,15.346824107504542
6962181067,4/19/2016,58,135,77.42858801672085,15.241131118277284
6962181067,4/20/2016,50,137,74.90601080594327,14.91724524422468
6962181067,4/21/2016,49,173,83.47130206625123,25.006155412767605
6962181067,4/22/2016,55,169,79.11627137341424,21.76462147133338
6962181067,4/23/2016,52,152,84.64590097402598,21.479673575384204
6962181067,4/24/2016,49,114,68.82344093486059,10.849246637959256
6962181067,4/25/2016,51,142,73.98988232706478,15.31122743501911
6962181067,4/26/2016,51,140,77.07536166872266,18.059058182292585
6962181067,4/27/2016,53,142,72.99697498545666,13.172226625159439
6962181067,4/28/2016,54,174,82.0752688172043,23.68457404641569
6962181067,4/29/2016,56,141,80.9635204922536,16.63974418919039
6962181067,4/30/2016,53,141,80.1626647834275,19.538143365644864
6962181067,5/1/2016,56,127,73.29039031620553,9.76812259064367
6962181067,5/10/2016,57,184,83.32208250606662,22.18775997421033
6962181067,5/11/2016,53,145,79.25104235242485,18.73739706688353
6962181067,5/12/2016,60,117,75.71574096531651,12.949523626645414
6962181067,5/2/2016,56,140,79.67409119562933,15.141554871357593
6962181067,5/3/2016,53,157,75.40436222450612,14.263321589933717
6962181067,5/4/2016,55,174,79.47459105779717,20.669549959546938
6962181067,5/5/2016,54,128,76.64476227290298,14.280734668729721
6962181067,5/6/2016,52,114,72.33436738311545,10.077367633449526
6962181067,5/7/2016,57,125,76.97600374575676,10.508172560465042
6962181067,5/8/2016,54,116,74.99709744298549,10.37623011381967
6962181067,5/9/2016,56,181,77.01762783095961,14.298217909921302
7007744171,4/12/2016,70,151,96.42644387940429,11.442028663670834
7007744171,4/13/2016,70,144,93.00640161725067,13.856563058865067
7007744171,4/14/2016,54,132,92.3463724506854,12.586104153786755
7007744171,4/15/2016,60,128,84.83902094610497,10.493091287426928
7007744171,4/16/2016,61,129,79.95248226950355,10.918220122096363
7007744171,4/17/2016,63,127,85.97764946917489,11.707718087006754
7007744171,4/18/2016,65,139,93.21345934495682,10.89710055765187
7007744171,4/19/2016,67,138,94.4138051246296,11.971590227084487
7007744171,4/20/2016,70,151,96.79697587495752,15.14141992945614
7007744171,4/21/2016,64,136,92.19450171821306,12.389507005457698
7007744171,4/22/2016,57,156,93.928583690987125,16.344391380663314
7007744171,4/23/2016,66,135,93.28872775214239,11.404227478505991
7007744171,4/24/2016,66,122,95.19453842435959,9.507021902279426
7007744171,4/25/2016,60,137,94.64476021314387,13.230749218465709
7007744171,4/26/2016,63,143,90.65212512273811,13.55315050646929
7007744171,4/27/2016,71,137,95.18625238673842,12.294626417589736
7007744171,4/28/2016,58,152,89.45166402535658,15.701884503899674
7007744171,4/29/2016,63,145,93.94141876430206,13.002684547147767
7007744171,4/30/2016,61,124,80.32344497607656,11.663228183143518
7007744171,5/1/2016,57,128,84.96455424274973,13.646963449749848
7007744171,5/2/2016,58,147,86.10571081409478,16.206044301273188
7007744171,5/3/2016,65,138,93.36198046034112,13.623423452423529
7007744171,5/5/2016,70,133,97.89637305699482,10.343881898484147
7007744171,5/6/2016,62,166,87.15,16.211267314961393
8792009665,4/12/2016,48,135,68.92157638065112,12.121486816825438
8792009665,4/13/2016,43,121,68.50609149676778,10.212017635101148
8792009665,4/14/2016,46,124,69.08939820399411,11.387704268129852
8792009665,4/15/2016,49,116,66.8635228848821,8.08811169859069
8792009665,4/20/2016,44,120,69.61815840309079,13.526220265885152
8792009665,4/21/2016,66,108,80.80434782608695,12.74271602109232
8792009665,4/22/2016,44,131,70.26147822992051,13.833394478506197
8792009665,4/23/2016,48,141,77.82583837273226,14.841772787758224
8792009665,4/24/2016,55,120,76.03863298662705,18.7266122208837
8792009665,4/26/2016,54,114,69.84311892296185,9.807034577643757
8792009665,4/27/2016,43,132,68.79205329526529,12.225554755232396
8792009665,4/28/2016,44,134,76.701621506294,16.47101704743459
8792009665,4/29/2016,48,158,80.91153025710116,15.841144815301474
8792009665,4/30/2016,48,132,81.46464198625581,14.072831526120744
8792009665,5/1/2016,43,123,67.81017067223964,9.892939612972292
8792009665,5/2/2016,45,129,67.40391870512353,10.397178163127009
8792009665,5/3/2016,45,119,74.37193973634652,12.61691023308328
8792009665,5/4/2016,51,114,74.97814661134163,8.896460212446748
8877689391,4/12/2016,47,164,86.54770531400966,31.611398063782655
8877689391,4/13/2016,50,160,84.74373324006062,28.652395004015705
8877689391,4/14/2016,50,169,85.32065217391305,33.46937531900119
8877689391,4/15/2016,48,165,91.9323616955763,30.71470301923797
8877689391,4/16/2016,54,172,92.05598386905469,30.850040183338802
8877689391,4/17/2016,51,167,87.87448891091563,29.966436940482275
8877689391,4/18/2016,48,139,66.03913176398655,13.1361107034562
8877689391,4/19/2016,49,178,86.588675891837,37.190806431469746
8877689391,4/20/2016,51,173,85.49429998719098,35.17267076416393
8877689391,4/21/2016,53,170,87.1338696913743,34.28156711492055
8877689391,4/22/2016,47,163,82.80519974635384,31.55371746878244
8877689391,4/23/2016,53,165,93.94363143631436,29.050682989753806
8877689391,4/24/2016,51,171,87.28239436619718,35.306623399989526
8877689391,4/25/2016,49,176,89.80294243986255,31.928108010456743
8877689391,4/26/2016,49,125,67.56028870648174,11.466661834116389
8877689391,4/27/2016,46,163,84.78037792516581,32.60871594914691
8877689391,4/28/2016,47,153,66.80925952972105,15.595665653221666
8877689391,4/29/2016,47,131,64.45597935187841,11.236056168380049
8877689391,4/30/2016,49,170,102.18001487726258,41.584769701143145
8877689391,5/1/2016,48,145,70.71352164465986,12.703317894935054
8877689391,5/10/2016,50,141,71.54437680230696,12.071133288672556
8877689391,5/11/2016,48,180,89.14912169847086,37.410928994614885
8877689391,5/12/2016,53,122,71.08743947593278,13.95219918619668
8877689391,5/2/2016,47,108,65.86236338797814,9.150219826411941
8877689391,5/3/2016,48,150,67.47034908173279,12.371645995005727
8877689391,5/4/2016,56,168,88.3719927687387,32.533252314630374
8877689391,5/5/2016,53,142,72.85128036769534,13.2174472885029
8877689391,5/6/2016,47,177,92.84012007308797,32.09422954632562
8877689391,5/7/2016,56,166,100.99724106219105,31.26147144480199
8877689391,5/8/2016,54,137,72.55052319225364,11.02959868414474
8877689391,5/9/2016,51,176,89.61573830793483,34.75187691279597
